Component,MW,RD (m),hh (m),mass (kg),cost ($),model,source,note,OEM,outlier?,US market model?
blade,0.75,44,40.4,2000,,Micon M 1500-750,https://en.wind-turbine-models.com/turbines/148-micon-m-1500-750,,Micon,No,No
blade,0.6,48,60,3100,,Micon M 1800-600,https://en.wind-turbine-models.com/turbines/419-micon-m-1800-600,,Micon,No,No
blade,2.5,92,75,12600,,MingYang My2.5-92 SCD,https://en.wind-turbine-models.com/turbines/1931-mingyang-my2-5-92-scd,,MingYang,No,No
blade,2.5,100,75,12600,,MingYang My2.5-100 SCD,https://en.wind-turbine-models.com/turbines/1932-mingyang-my2-5-100-scd,,MingYang,No,No
blade,2.5,108,75,12600,,MingYang My2.5-108 SCD,https://en.wind-turbine-models.com/turbines/1933-mingyang-my2-5-108-scd,,MingYang,No,No
blade,2.5,121,85,14000,,MingYang MySE2.5-121,https://en.wind-turbine-models.com/turbines/1928-mingyang-myse2-5-121,,MingYang,No,No
blade,3,108,75,12600,,MingYang My3.0-108 SCD,https://en.wind-turbine-models.com/turbines/78-mingyang-my3-0-108-scd,,MingYang,No,No
blade,3,92,75,12600,,MingYang My3.0-92 SCD,https://en.wind-turbine-models.com/turbines/1930-mingyang-my3-0-92-scd,,MingYang,No,No
blade,3,100,75,12600,,MingYang My3.0-100 SCD,https://en.wind-turbine-models.com/turbines/1929-mingyang-my3-0-100-scd,,MingYang,No,No
blade,3,112,85,14000,,MingYang MySE3.0-112,https://en.wind-turbine-models.com/turbines/1914-mingyang-myse3-0-112,,MingYang,No,Yes
blade,3,121,85,14000,,MingYang MySE3.0-121,https://en.wind-turbine-models.com/turbines/1915-mingyang-myse3-0-121,,MingYang,No,No
blade,3,135,85,15800,,MingYang MySE3.0-135,https://en.wind-turbine-models.com/turbines/1916-mingyang-myse3-0-135,,MingYang,No,No
blade,3.2,145,85,19000,,MingYang MySE3.2-145,https://en.wind-turbine-models.com/turbines/1917-mingyang-myse3-2-145,,MingYang,No,No
blade,3.6,135,85,16800,,MingYang MySE3.6-135,https://en.wind-turbine-models.com/turbines/1918-mingyang-myse3-6-135,,MingYang,No,No
blade,4,156,90,19800,,MingYang MySE4.0-156,https://en.wind-turbine-models.com/turbines/2430-mingyang-myse4-0-156,,MingYang,No,No
blade,5,166,100,20100,,MingYang MySE5.0-166,https://en.wind-turbine-models.com/turbines/1920-mingyang-myse5-0-166,,MingYang,No,No
blade,5.5,155,103,36000,,MingYang MySE5.5-155 Offshore,https://en.wind-turbine-models.com/turbines/1919-mingyang-myse5-5-155-offshore,,MingYang,No,No
blade,6.45,180,114,31000,,MingYang MySE6.45-180 Offshore,https://en.wind-turbine-models.com/turbines/2428-mingyang-myse6-45-180-offshore,,MingYang,No,No
blade,7,158,100,36000,,MingYang MySE7.0-158,https://en.wind-turbine-models.com/turbines/1910-mingyang-myse7-0-158,,MingYang,No,No
blade,7.25,158,105,36000,,MingYang MySE7.25-158 Offshore,https://en.wind-turbine-models.com/turbines/2426-mingyang-myse7-25-158-offshore,,MingYang,No,No
blade,8.3,180,100.5,31000,,MingYang MySE8.3-180 Offshore,https://en.wind-turbine-models.com/turbines/2427-mingyang-myse8-3-180-offshore,,MingYang,No,No
blade,0.3,29,30,1000,,Mitsubishi MWT-250G,https://en.wind-turbine-models.com/turbines/901-mitsubishi-mwt-250g,,Mitsubishi,No,No
blade,0.3,30,41.5,1000,,Mitsubishi MWT-300G,https://en.wind-turbine-models.com/turbines/2505-mitsubishi-mwt-300g,,Mitsubishi,No,No
blade,0.45,41,40,1700,,Mitsubishi MWT-450,https://en.wind-turbine-models.com/turbines/903-mitsubishi-mwt-450,,Mitsubishi,No,No
blade,5,116,90,16500,,Multibrid M5000,https://en.wind-turbine-models.com/turbines/22-multibrid-m5000,,Multibrid,No,No
blade,0.2,38.1,30.5,1000,,NASA MOD-0A Westinghouse,https://en.wind-turbine-models.com/turbines/1366-nasa-mod-0a-westinghouse,,NASA,No,No
blade,0.5,40.8,39,2700,,NedWind NW 40/500,https://en.wind-turbine-models.com/turbines/1090-nedwind-nw-40-500,,NedWind,No,Yes
blade,0.5,43.8,40,2700,,NedWind NW 43/500,https://en.wind-turbine-models.com/turbines/330-nedwind-nw-43-500,,NedWind,No,No
blade,0.5,43.8,39,2700,,NedWind NW 44/500,https://en.wind-turbine-models.com/turbines/60-nedwind-nw-44-500,,NedWind,No,No
blade,1,52.6,55,10000,,NedWind NW 50/1000,https://en.wind-turbine-models.com/turbines/1091-nedwind-nw-50-1000,,NedWind,No,No
blade,1,52.6,40,5200,,NedWind NW 53/1000,https://en.wind-turbine-models.com/turbines/329-nedwind-nw-53-1000,,NedWind,No,No
blade,1,55,55,3600,,NedWind NW 55/1000,https://en.wind-turbine-models.com/turbines/421-nedwind-nw-55-1000,,NedWind,No,No
blade,0.6,43,46,1900,,NEG Micon NM 43/600,https://en.wind-turbine-models.com/turbines/844-neg-micon-nm-43-600,,NEG Micon,No,No
blade,0.75,44,40,2000,,NEG Micon NM 44/750,https://en.wind-turbine-models.com/turbines/1299-neg-micon-nm-44-750,,NEG Micon,No,No
blade,1.65,72,70,5800,,NEG Micon NM 72/1650,https://en.wind-turbine-models.com/turbines/1300-neg-micon-nm-72-1650,,NEG Micon,No,Yes
blade,0.025,13,30.5,200,,NEW NEW 250,https://en.wind-turbine-models.com/turbines/1977-new-new-250,,NEW,No,No
blade,0.15,27,30,1400,,Nordex N27/150,https://en.wind-turbine-models.com/turbines/24-nordex-n27-150,,Nordex,No,No
blade,0.25,27,30,1400,,Nordex N27/250,https://en.wind-turbine-models.com/turbines/1089-nordex-n27-250,,Nordex,No,No
blade,0.25,29.7,36,800,,Nordex N29,https://en.wind-turbine-models.com/turbines/56-nordex-n29,,Nordex,No,No
blade,0.6,43,40,2000,,Nordex N43,https://en.wind-turbine-models.com/turbines/390-nordex-n43,,Nordex,No,Yes
blade,0.6,43,78,2000,,Nordex N43 Lattice,https://en.wind-turbine-models.com/turbines/932-nordex-n43-lattice,,Nordex,No,No
blade,0.8,52,60,3700,,Nordex N52,https://en.wind-turbine-models.com/turbines/387-nordex-n52,,Nordex,No,Yes
blade,1,54,60,4700,,Nordex N54,https://en.wind-turbine-models.com/turbines/397-nordex-n54,,Nordex,No,Yes
blade,1.5,70,65,5600,,Nordex N70,https://en.wind-turbine-models.com/turbines/519-nordex-n70,,Nordex,No,No
blade,2.5,80,60,8600,,Nordex N80 Alpha,https://en.wind-turbine-models.com/turbines/89-nordex-n80-alpha,,Nordex,No,No
blade,2.3,90,80,9600,,Nordex N90 Beta,https://en.wind-turbine-models.com/turbines/21-nordex-n90-beta,,Nordex,No,Yes
blade,4.8,133.2,78,15700,,Nordex N133/4800 Delta,https://en.wind-turbine-models.com/turbines/1831-nordex-n133-4800-delta,,Nordex,No,No
blade,4.5,149.1,105,21500,,Nordex N149/4.0-4.5,https://en.wind-turbine-models.com/turbines/1705-nordex-n149-4-0-4-5,,Nordex,No,Yes
blade,5.7,149.1,105,21500,,Nordex N149/5.X,https://en.wind-turbine-models.com/turbines/2041-nordex-n149-5-x,,Nordex,No,No
blade,6.8,163,113,26900,,Nordex N163/6.X,https://en.wind-turbine-models.com/turbines/2341-nordex-n163-6-x,,Nordex,No,No
blade,6,175,112,29000,,Nordex N175/6.X,https://en.wind-turbine-models.com/turbines/2470-nordex-n175-6-x,,Nordex,No,No
blade,0.525,36,41,1600,,Nordic Folkecenter DANmark DK 36/525 Prototype,https://en.wind-turbine-models.com/turbines/677-nordic-folkecenter-danmark-dk-36-525-prototype,,Nordic Folkecenter,No,No
blade,0.525,37,41,1600,,Nordic Folkecenter Hanstholm HM-37 525,https://en.wind-turbine-models.com/turbines/678-nordic-folkecenter-hanstholm-hm-37-525,,Nordic Folkecenter,No,No
blade,0.4,35.4,40,1300,,Nordic Windpower AB Nordic 400,https://en.wind-turbine-models.com/turbines/1086-nordic-windpower-ab-nordic-400,,Nordic Windpower AB,No,No
blade,0.5,36,40,1500,,Nordic Windpower AB Nordic 500,https://en.wind-turbine-models.com/turbines/1087-nordic-windpower-ab-nordic-500,,Nordic Windpower AB,No,No
blade,1,53,58,4200,,Nordic Windpower AB Nordic 1000,https://en.wind-turbine-models.com/turbines/824-nordic-windpower-ab-nordic-1000,,Nordic Windpower AB,No,No
blade,0.15,24.6,32.5,800,,Nordtank NTK 150,https://en.wind-turbine-models.com/turbines/166-nordtank-ntk-150,,Nordtank,No,No
blade,0.16,24.6,32.5,800,,Nordtank NTK 160,https://en.wind-turbine-models.com/turbines/1425-nordtank-ntk-160,,Nordtank,No,No
blade,0.3,31,31,1200,,Nordtank NTK 300,https://en.wind-turbine-models.com/turbines/48-nordtank-ntk-300,,Nordtank,No,No
blade,0.5,37,35,1600,,Nordtank NTK 500/37,https://en.wind-turbine-models.com/turbines/63-nordtank-ntk-500-37,,Nordtank,No,No
blade,0.5,41,42.1,1900,,Nordtank NTK 500/41,https://en.wind-turbine-models.com/turbines/384-nordtank-ntk-500-41,,Nordtank,No,Yes
blade,0.6,43,50,2000,,Nordtank NTK 600,https://en.wind-turbine-models.com/turbines/49-nordtank-ntk-600,,Nordtank,No,No
blade,0.6,43,50,2000,,Nordtank NTK 600 Nearshore,https://en.wind-turbine-models.com/turbines/632-nordtank-ntk-600-nearshore,,Nordtank,No,No
blade,1.5,60,60,6200,,Nordtank NTK 1500 60,https://en.wind-turbine-models.com/turbines/820-nordtank-ntk-1500-60,,Nordtank,No,No
blade,0.599,46,40,2200,,Norwin 46 ASR 599,https://en.wind-turbine-models.com/turbines/2352-norwin-46-asr-599,,Norwin,No,No
blade,0.5,47,40,2200,,Norwin 47 ASR 500,https://en.wind-turbine-models.com/turbines/224-norwin-47-asr-500,,Norwin,No,No
blade,0.75,47,35,2200,,Norwin 47 ASR 750,https://en.wind-turbine-models.com/turbines/2354-norwin-47-asr-750,,Norwin,No,No
blade,0.75,54,40,2300,,Norwin 54 ASR 750,https://en.wind-turbine-models.com/turbines/2355-norwin-54-asr-750,,Norwin,No,No
blade,0.75,49,60,3400,,Pioneer Wincon P 750/49,https://en.wind-turbine-models.com/turbines/453-pioneer-wincon-p-750-49,,Pioneer Wincon,No,No
blade,0.015,8.5,11.5,0,,PSW EN-Drive 2000 15kW,https://en.wind-turbine-models.com/turbines/1185-psw-en-drive-2000-15kw,,PSW,No,No
blade,1.5,77,61.5,5500,,REpower MD77,https://en.wind-turbine-models.com/turbines/549-repower-md77,,REpower,No,No
blade,0.0036,5.3,9,100,,Riva Calzoni MP5,https://en.wind-turbine-models.com/turbines/1085-riva-calzoni-mp5,,Riva Calzoni,No,No
blade,0.2,33,33,600,,Riva Calzoni M30 A,https://en.wind-turbine-models.com/turbines/1083-riva-calzoni-m30-a,,Riva Calzoni,No,No
blade,0.25,33,33,700,,Riva Calzoni M30 S1,https://en.wind-turbine-models.com/turbines/340-riva-calzoni-m30-s1,,Riva Calzoni,No,No
blade,0.35,33,33,800,,Riva Calzoni M30 S2,https://en.wind-turbine-models.com/turbines/1084-riva-calzoni-m30-s2,,Riva Calzoni,No,No
blade,0.05,13.5,18.5,200,,FIAT ENEL FIAT,https://en.wind-turbine-models.com/turbines/1868-fiat-enel-fiat,,FIAT,No,No
blade,0.05,15,30,100,,Seaforth Energy AOC15/50,https://en.wind-turbine-models.com/turbines/513-seaforth-energy-aoc15-50,,Seaforth Energy,No,Yes
blade,0.11,22,25.2,400,,Seewind S 20 110,https://en.wind-turbine-models.com/turbines/38-seewind-s-20-110,,Seewind,No,No
blade,0.132,22,25.2,400,,Seewind S 25 132,https://en.wind-turbine-models.com/turbines/1082-seewind-s-25-132,,Seewind,No,No
blade,2.33,120,90,13600,,Senvion 2.3M120,https://en.wind-turbine-models.com/turbines/1595-senvion-2-3m120,,Senvion,No,No
blade,2.33,124,90,17900,,Senvion 2.3M124,https://en.wind-turbine-models.com/turbines/1596-senvion-2-3m124,,Senvion,No,No
blade,2.43,109,95,12900,,Senvion 2.4M110,https://en.wind-turbine-models.com/turbines/1597-senvion-2-4m110,,Senvion,No,No
blade,2.43,113,95,17200,,Senvion 2.4M114,https://en.wind-turbine-models.com/turbines/1598-senvion-2-4m114,,Senvion,No,No
blade,3,122,136,15000,,Senvion 3.0M122,https://en.wind-turbine-models.com/turbines/881-senvion-3-0m122,,Senvion,No,No
blade,3.2,114,93,14000,,Senvion 3.2M114,https://en.wind-turbine-models.com/turbines/882-senvion-3-2m114,,Senvion,No,No
blade,3.2,122,139,15000,,Senvion 3.2M122,https://en.wind-turbine-models.com/turbines/1184-senvion-3-2m122,,Senvion,No,No
blade,3.4,104,73,12000,,Senvion 3.4M104,https://en.wind-turbine-models.com/turbines/883-senvion-3-4m104,,Senvion,No,No
blade,3.4,114,93,14000,,Senvion 3.4M114,https://en.wind-turbine-models.com/turbines/1003-senvion-3-4m114,,Senvion,No,No
blade,3.4,122,86,15000,,Senvion 3.4M122,https://en.wind-turbine-models.com/turbines/1716-senvion-3-4m122,,Senvion,No,No
blade,3.6,114,90,15000,,Senvion 3.6M114,https://en.wind-turbine-models.com/turbines/1715-senvion-3-6m114,,Senvion,No,No
blade,6.15,126,100,21500,,Senvion 6.2M126 Onshore,https://en.wind-turbine-models.com/turbines/884-senvion-6-2m126-onshore,,Senvion,No,No
blade,6.15,152,121,25500,,Senvion 6.2M152 Onshore,https://en.wind-turbine-models.com/turbines/886-senvion-6-2m152-onshore,,Senvion,No,No
blade,6.33,152,121,25000,,Senvion 6.3M152 Onshore,https://en.wind-turbine-models.com/turbines/1714-senvion-6-3m152-onshore,,Senvion,No,No
blade,2.05,82,59,6400,,Senvion MM82B,https://en.wind-turbine-models.com/turbines/888-senvion-mm82b,,Senvion,No,No
blade,2.05,82,59,6400,,Senvion MM82A,https://en.wind-turbine-models.com/turbines/2703-senvion-mm82a,,Senvion,No,No
blade,2.05,92.5,68.5,8000,,Senvion MM92,https://en.wind-turbine-models.com/turbines/889-senvion-mm92,,Senvion,No,Yes
blade,2,100,76.5,8500,,Senvion MM100,https://en.wind-turbine-models.com/turbines/890-senvion-mm100,,Senvion,No,No
blade,2,93,80,14000,,Shanghai Electric W2000-93,https://en.wind-turbine-models.com/turbines/1218-shanghai-electric-w2000-93,,Shanghai Electric,No,No
blade,0.05,21.5,25,1100,,Ghrepower FD21-50,https://en.wind-turbine-models.com/turbines/1057-ghrepower-fd21-50,,Ghrepower,No,No
blade,0.0599,21.5,25,1100,,Ghrepower FD21-60,https://en.wind-turbine-models.com/turbines/1058-ghrepower-fd21-60,,Ghrepower,No,No
blade,0.25,28.5,40,800,,Shriram 250 T,https://en.wind-turbine-models.com/turbines/449-shriram-250-t,,Shriram,No,No
blade,3,101,80,10300,,Siemens SWT-3.0-101,https://en.wind-turbine-models.com/turbines/66-siemens-swt-3-0-101,,Siemens,No,Yes
blade,1.25,53,35.6,8000,,Smith Putnam Prototyp,https://en.wind-turbine-models.com/turbines/25-smith-putnam-prototyp,,Smith Putnam,No,No
blade,0.3,26.5,22,600,,STORK NEWECS-25,https://en.wind-turbine-models.com/turbines/1031-stork-newecs-25,,STORK,No,No
blade,1,45,60,2500,,STORK NEWECS-45,https://en.wind-turbine-models.com/turbines/1032-stork-newecs-45,,STORK,No,No
blade,0.6,46,51.5,1600,,SÃ¼dwind S-46,https://en.wind-turbine-models.com/turbines/1062-suedwind-s-46,,SÃ¼dwind,No,No
blade,0.6,48,74,1800,,SÃ¼dwind S-48,https://en.wind-turbine-models.com/turbines/2297-suedwind-s-48,,SÃ¼dwind,No,No
blade,1.5,70,65,5900,,SÃ¼dwind S-70,https://en.wind-turbine-models.com/turbines/31-suedwind-s-70,,SÃ¼dwind,No,No
blade,0.03,12.5,18.5,0,,SÃ¼dwind N 1230,https://en.wind-turbine-models.com/turbines/1079-suedwind-n-1230,,SÃ¼dwind,No,No
blade,0.037,12.5,18.5,0,,SÃ¼dwind N 1237,https://en.wind-turbine-models.com/turbines/1080-suedwind-n-1237,,SÃ¼dwind,No,No
blade,0.045,12.5,18.5,0,,SÃ¼dwind N 1245,https://en.wind-turbine-models.com/turbines/1081-suedwind-n-1245,,SÃ¼dwind,No,No
blade,0.27,31.4,41.7,1200,,SÃ¼dwind N 3127,https://en.wind-turbine-models.com/turbines/30-suedwind-n-3127,,SÃ¼dwind,No,No
blade,0.3,33.4,40,1200,,SÃ¼dwind N 3330,https://en.wind-turbine-models.com/turbines/410-suedwind-n-3330,,SÃ¼dwind,No,No
blade,0.35,33.4,41.7,1200,,SÃ¼dwind N 3335,https://en.wind-turbine-models.com/turbines/411-suedwind-n-3335,,SÃ¼dwind,No,No
blade,0.6,45.8,51.5,1500,,SÃ¼dwind N 4660,https://en.wind-turbine-models.com/turbines/417-suedwind-n-4660,,SÃ¼dwind,No,No
blade,0.045,12.5,24,800,,Tacke TW 45,https://en.wind-turbine-models.com/turbines/1398-tacke-tw-45,,Tacke,No,No
blade,0.08,21,40,500,,Tacke TW 80,https://en.wind-turbine-models.com/turbines/263-tacke-tw-80,,Tacke,No,No
blade,0.25,24.7,30,800,,Tacke TW 250,https://en.wind-turbine-models.com/turbines/527-tacke-tw-250,,Tacke,No,No
blade,0.3,33,40,1000,,Tacke TW 300,https://en.wind-turbine-models.com/turbines/381-tacke-tw-300,,Tacke,No,No
blade,0.5,36,40,5100,,Tacke TW 500,https://en.wind-turbine-models.com/turbines/919-tacke-tw-500,,Tacke,No,No
blade,0.6,43,50,1900,,Tacke TW 600,https://en.wind-turbine-models.com/turbines/26-tacke-tw-600,,Tacke,No,No
blade,0.6,46,60,1900,,Tacke TW 600e,https://en.wind-turbine-models.com/turbines/418-tacke-tw-600e,,Tacke,No,No
blade,2,54,53,5200,,Tvind Prototype,https://en.wind-turbine-models.com/turbines/39-tvind-prototype,,Tvind,No,No
blade,0.0032,3.2,5.2,100,,UGE VisionAIR5,https://en.wind-turbine-models.com/turbines/1592-uge-visionair5,,UGE,No,No
blade,1.2,60,50,8600,,U.E. Fenosa AWEC-60,https://en.wind-turbine-models.com/turbines/818-u-e-fenosa-awec-60,,U.E. Fenosa,No,No
blade,0.36,33,24.4,1000,,USW U.S. Windpower 33M-VS,https://en.wind-turbine-models.com/turbines/533-usw-u-s-windpower-33m-vs,,USW U.S. Windpower,No,No
blade,0.005,5,12,100,,Ventis 04-05,https://en.wind-turbine-models.com/turbines/1078-ventis-04-05,,Ventis,No,No
blade,0.5,40,43.5,2100,,Ventis V12 500 Prototype,https://en.wind-turbine-models.com/turbines/412-ventis-v12-500-prototype,,Ventis,No,No
blade,0.1,20,30.5,300,,Ventis V20 100,https://en.wind-turbine-models.com/turbines/183-ventis-v20-100,,Ventis,No,No
blade,1,62,70,4500,,Vergnet GEV HP 1000/62,https://en.wind-turbine-models.com/turbines/435-vergnet-gev-hp-1000-62,,Vergnet,No,No
blade,1,55,60,4500,,Vergnet GEV HP 1000/55,https://en.wind-turbine-models.com/turbines/1993-vergnet-gev-hp-1000-55,,Vergnet,No,No
blade,1,58,70,4500,,Vergnet GEV HP 1000/58,https://en.wind-turbine-models.com/turbines/1994-vergnet-gev-hp-1000-58,,Vergnet,No,No
blade,0.1,20,24,400,,Vestas V20,https://en.wind-turbine-models.com/turbines/618-vestas-v20,,Vestas,No,No
blade,0.2,25,30,1300,,Vestas V25,https://en.wind-turbine-models.com/turbines/276-vestas-v25,,Vestas,No,No
blade,0.225,27,30,600,,Vestas V27,https://en.wind-turbine-models.com/turbines/274-vestas-v27,,Vestas,No,Yes
blade,0.225,29,31.5,600,,Vestas V29,https://en.wind-turbine-models.com/turbines/273-vestas-v29,,Vestas,No,No
blade,0.5,39,40.5,1100,,Vestas V39,https://en.wind-turbine-models.com/turbines/383-vestas-v39,,Vestas,No,Yes
blade,0.6,39,40.5,1100,,Vestas V39-600,https://en.wind-turbine-models.com/turbines/1722-vestas-v39-600,,Vestas,No,No
blade,0.6,42,40.5,1200,,Vestas V42,https://en.wind-turbine-models.com/turbines/109-vestas-v42,,Vestas,No,Yes
blade,0.5,42,40.5,1200,,Vestas V42-500,https://en.wind-turbine-models.com/turbines/1723-vestas-v42-500,,Vestas,No,No
blade,0.6,44,40.5,1500,,Vestas V44,https://en.wind-turbine-models.com/turbines/272-vestas-v44,,Vestas,No,Yes
blade,1.5,63.6,60,3600,,Vestas V63,https://en.wind-turbine-models.com/turbines/821-vestas-v63,,Vestas,No,No
blade,2,66,60,3800,,Vestas V66-2.0,https://en.wind-turbine-models.com/turbines/1277-vestas-v66-2-0,,Vestas,No,Yes
blade,1.8,80,60,6500,,Vestas V80-1.8,https://en.wind-turbine-models.com/turbines/1350-vestas-v80-1-8,,Vestas,No,Yes
blade,2,80,60,6500,,Vestas V80-2.0 VCS,https://en.wind-turbine-models.com/turbines/1019-vestas-v80-2-0-vcs,,Vestas,No,No
blade,2,90,80,6700,,Vestas V90,https://en.wind-turbine-models.com/turbines/16-vestas-v90,,Vestas,No,No
blade,7,164,,35000,,Vestas V164-7.0,https://en.wind-turbine-models.com/turbines/2708-vestas-v164-7-0,,Vestas,No,No
blade,8,164,,35000,,Vestas V164-8.0,https://en.wind-turbine-models.com/turbines/318-vestas-v164-8-0,,Vestas,No,No
blade,9.5,174,110,35000,,Vestas V174-9.5,https://en.wind-turbine-models.com/turbines/2347-vestas-v174-9-5,,Vestas,No,No
blade,0.01,11.3,10,0,,Voith DFVLR 10kW,https://en.wind-turbine-models.com/turbines/931-voith-dfvlr-10kw,,Voith,No,No
blade,2.05,93.2,70,8200,,W2E Wind to Energy W2E-93/2.0,https://en.wind-turbine-models.com/turbines/963-w2e-wind-to-energy-w2e-93-2-0,,W2E Wind to Energy,No,No
blade,2.5,103,70,11700,,WDRVM WD2.5-103,https://en.wind-turbine-models.com/turbines/2135-wdrvm-wd2-5-103,,WDRVM,No,No
blade,0.08,18,18,100,,WES 18/80,https://en.wind-turbine-models.com/turbines/925-wes-18-80,,WES,No,No
blade,0.1,17.9,18,100,,WES 18/100,https://en.wind-turbine-models.com/turbines/924-wes-18-100,,WES,No,Yes
blade,0.05,20,15,100,,WES 20/50,https://en.wind-turbine-models.com/turbines/926-wes-20-50,,WES,No,No
blade,0.25,30,30,300,,WES 30/250,https://en.wind-turbine-models.com/turbines/923-wes-30-250,,WES,No,No
blade,2,60,66,6400,,West Gamma 2,https://en.wind-turbine-models.com/turbines/1077-west-gamma-2,,West,No,No
blade,1.5,60,61,6500,,West Gamma 60,https://en.wind-turbine-models.com/turbines/823-west-gamma-60,,West,No,No
blade,0.32,33,26,1500,,West Medit 320,https://en.wind-turbine-models.com/turbines/1076-west-medit-320,,West,No,No
blade,0.25,20,16.3,3000,,WEG Wind EnergyGroup WEG MS-1,https://en.wind-turbine-models.com/turbines/1351-weg-wind-energygroup-weg-ms-1,,WEG Wind EnergyGroup,No,No
blade,0.25,25,25,2000,,WEG Wind EnergyGroup WEG MS-2,https://en.wind-turbine-models.com/turbines/609-weg-wind-energygroup-weg-ms-2,,WEG Wind EnergyGroup,No,No
blade,0.3,33,25,1000,,WEG Wind EnergyGroup WEG MS-3,https://en.wind-turbine-models.com/turbines/610-weg-wind-energygroup-weg-ms-3,,WEG Wind EnergyGroup,No,No
blade,0.6,41,40,1700,,WEG Wind EnergyGroup WEG MS-4,https://en.wind-turbine-models.com/turbines/825-weg-wind-energygroup-weg-ms-4,,WEG Wind EnergyGroup,No,No
blade,0.066,15.5,18,1200,,Windmatic WM 15s-66,https://en.wind-turbine-models.com/turbines/593-windmatic-wm-15s-66,,Windmatic,No,Yes
blade,0.075,17,18,300,,Windmatic WM 17s-75,https://en.wind-turbine-models.com/turbines/177-windmatic-wm-17s-75,,Windmatic,No,No
blade,0.075,17,18,300,,Windmatic WM 17-75,https://en.wind-turbine-models.com/turbines/683-windmatic-wm-17-75,,Windmatic,No,Yes
blade,0.095,17,18,300,,Windmatic WM 17s-95,https://en.wind-turbine-models.com/turbines/590-windmatic-wm-17s-95,,Windmatic,No,No
blade,0.2,26,30,800,,WTN Wind TechnikNord WTN 200/26,https://en.wind-turbine-models.com/turbines/408-wtn-wind-techniknord-wtn-200-26,,WTN Wind TechnikNord,No,No
blade,0.25,30,30,1200,,WTN Wind TechnikNord WTN 250/30,https://en.wind-turbine-models.com/turbines/1273-wtn-wind-techniknord-wtn-250-30,,WTN Wind TechnikNord,No,No
blade,0.5,37,40,1600,,WTN Wind TechnikNord WTN 500/37,https://en.wind-turbine-models.com/turbines/1073-wtn-wind-techniknord-wtn-500-37,,WTN Wind TechnikNord,No,No
blade,0.5,48,50,2100,,WTN Wind TechnikNord WTN 500/48,https://en.wind-turbine-models.com/turbines/1504-wtn-wind-techniknord-wtn-500-48,,WTN Wind TechnikNord,No,No
